dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,aoc,aoc_metric,aoc_error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,llm_col_enabled,llm_col_model,llm_col_alpha,llm_col_dim,llm_col_feature_count,llm_col_cache_hits,llm_col_cache_misses,llm_col_error
optdigits,/home/crc00006699/zh/tabiclv2/data178/optdigits,multiclass,4496,900,1124,64,10,0.9973309608540926,0.997330908588654,208.03708600997925,3.7397401332855225,ok,,0.0089721791670836,log_loss,,4496,3596,0,1124,0.0165861191344447,9,5e-06,True,207.78652667999268,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.99,0.9922222222222222,1,True,True,text-embedding-v4,0.05,128,64,0,64,
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,binclass,887,178,222,21,2,0.945945945945946,0.9366302968198704,21.532949209213257,0.8504440784454346,ok,,0.1025764895330112,1_minus_roc_auc,,887,709,0,222,0.1841802205890417,8,5e-06,True,21.48334288597107,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9325842696629212,0.9325842696629212,0,True,True,text-embedding-v4,0.05,128,21,0,21,
pendigits,/home/crc00006699/zh/tabiclv2/data178/pendigits,multiclass,8793,1759,2199,16,10,0.9972714870395636,0.9972742335430836,231.45364499092105,3.5075998306274414,ok,,0.0120183114369949,log_loss,,8793,7034,0,2199,0.0049533399651409,8,5e-06,True,231.3223659992218,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9982944855031268,0.9982944855031268,0,True,True,text-embedding-v4,0.05,128,16,0,16,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7830508474576271,0.7778367808951151,149.938378572464,1.7633662223815918,ok,,0.5520779680705677,log_loss,,3539,2831,0,885,0.545302651822567,13,5e-06,True,149.78211760520935,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8022598870056498,0.8107344632768362,5,True,True,text-embedding-v4,0.05,128,34,0,34,
ringnorm,/home/crc00006699/zh/tabiclv2/data178/ringnorm,binclass,5920,1184,1480,20,2,0.977027027027027,0.9770219907050234,244.27454161643985,2.3682281970977783,ok,,0.0028344391663972,1_minus_roc_auc,,5920,4736,0,1480,0.049310635542497,14,5e-06,True,244.16598534584045,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.981418918918919,0.983108108108108,6,True,True,text-embedding-v4,0.05,128,20,0,20,
segment,/home/crc00006699/zh/tabiclv2/data178/segment,multiclass,1848,370,462,17,7,0.9523809523809524,0.9523661343862664,51.733611822128296,0.6561059951782227,ok,,0.141146722345356,log_loss,,1848,1478,0,462,0.1787827676162123,13,5e-06,True,51.68201661109924,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9432432432432432,0.9486486486486486,5,True,True,text-embedding-v4,0.05,128,17,0,17,
shuttle,/home/crc00006699/zh/tabiclv2/data178/shuttle,multiclass,46400,9280,11600,9,7,0.9993103448275862,0.9993053493768193,2111.650759935379,39.654597759246826,ok,,0.0010317513776095,log_loss,,46400,37120,0,11600,0.0006802756715842,16,5e-06,True,2111.3038744926453,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.9998922413793104,0.9998922413793104,0,True,True,text-embedding-v4,0.05,128,9,0,9,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.845,0.8419021663172606,33.413408517837524,1.3847413063049316,ok,,0.1052745119188868,1_minus_roc_auc,,800,640,0,200,0.4527769852429628,8,5e-06,True,33.303056716918945,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8375,0.8375,0,True,True,text-embedding-v4,0.05,128,59,0,59,
sylvine,/home/crc00006699/zh/tabiclv2/data178/sylvine,binclass,4099,820,1025,20,2,0.977560975609756,0.9775608474625496,86.70367693901062,1.583442449569702,ok,,0.0014772173489279,1_minus_roc_auc,,4099,3279,0,1025,0.0727214405778795,8,5e-06,True,86.61186647415161,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9792682926829268,0.9792682926829268,0,True,True,text-embedding-v4,0.05,128,20,0,20,
texture,/home/crc00006699/zh/tabiclv2/data178/texture,multiclass,4400,880,1100,40,11,1.0,1.0,3.66894268989563,5.63668155670166,ok,,4.204935869790416e-05,log_loss,,4400,3520,0,1100,,0,5e-06,False,3.1712114810943604,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=11 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False,True,text-embedding-v4,0.05,128,40,0,40,
thyroid-dis,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis,multiclass,2240,448,560,26,5,0.6982142857142857,0.6783923802078972,48.67475080490112,0.9789028167724608,ok,,0.6946299178235851,log_loss,,2240,1792,0,560,0.680886797606945,8,5e-06,True,48.57987356185913,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7410714285714286,0.7410714285714286,0,True,True,text-embedding-v4,0.05,128,26,0,26,
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,multiclass,676,136,170,18,4,0.8764705882352941,0.874646619160595,36.77805352210999,0.6489717960357666,ok,,0.2582689603842648,log_loss,,676,540,0,170,0.209900458343327,17,5e-06,True,36.73799252510071,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9044117647058824,0.9191176470588236,9,True,True,text-embedding-v4,0.05,128,18,0,18,
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation,multiclass,4364,873,1092,24,4,0.9954212454212454,0.995429875703296,328.96063899993896,1.8290865421295168,ok,,0.011447465332422,log_loss,,4364,3491,0,1092,0.0238741033244878,26,5e-06,True,328.8512303829193,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.983963344788087,0.9896907216494846,18,True,True,text-embedding-v4,0.05,128,24,0,24,
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,multiclass,3999,800,1000,21,3,0.349,0.2058302109720569,199.03035187721247,1.799206256866455,ok,,1.0983920184559628,log_loss,,3999,3199,0,1000,1.098246969282627,19,5e-06,True,198.94372296333316,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.3325,0.34125,11,True,True,text-embedding-v4,0.05,128,21,0,21,
wine,/home/crc00006699/zh/tabiclv2/data178/wine,binclass,2043,409,511,4,2,0.7827788649706457,0.7816652748547636,16.946622848510742,0.2674322128295898,ok,,0.1178232230392156,1_minus_roc_auc,,2043,1634,0,511,0.45354138687253,9,5e-06,True,16.91786289215088,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8288508557457213,0.8312958435207825,1,True,True,text-embedding-v4,0.05,128,4,0,4,
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,multiclass,1187,238,297,8,10,0.6296296296296297,0.6229150251146531,62.47437620162964,0.3543648719787597,ok,,0.970828616552367,log_loss,,1187,949,0,297,0.9689865410327912,27,5e-06,True,62.44210505485535,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5546218487394958,0.5714285714285714,19,True,True,text-embedding-v4,0.05,128,8,0,8,
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9450717119316449,0.9306338312864272,1593.7630178928375,12.924886465072632,ok,,0.1628756689775993,1_minus_roc_auc,,26215,20972,0,6554,0.1358213969506323,24,5e-06,True,1593.5290455818176,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.9485027655922182,0.9498378790768645,4,True,True,text-embedding-v4,0.05,128,7,7,0,
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5874321880650994,0.5861297714805188,1997.428602695465,36.807225465774536,ok,,0.8750129249454336,log_loss,,44236,35388,0,11060,0.8834593147039413,16,5e-06,True,1997.016211271286,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.577870705244123,0.577870705244123,0,True,True,text-embedding-v4,0.05,128,9,9,0,
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7164179104477612,0.7146382129160544,45.02142405509949,0.3725559711456299,ok,,0.2564375147649421,1_minus_roc_auc,,1072,857,0,268,0.6135327145457268,19,5e-06,True,44.98625278472901,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7534883720930232,0.7627906976744186,11,True,True,text-embedding-v4,0.05,128,11,0,11,
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.7178973717146433,0.7328824852598665,496.3999881744385,7.320368528366089,ok,,0.3924659033880125,1_minus_roc_auc,,31958,25566,0,7990,0.4461470022797584,16,5e-06,True,496.3098950386048,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.8322903629536921,0.8322903629536921,0,True,True,text-embedding-v4,0.05,128,3,0,3,
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7359307359307359,0.7356618719252352,21.30736303329468,0.8806173801422119,ok,,0.1616982836495032,1_minus_roc_auc,,920,736,0,231,0.41262236982584,8,5e-06,True,21.259312629699707,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.75,0.75,0,True,True,text-embedding-v4,0.05,128,19,0,19,
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7549367088607595,0.7546515714704397,225.5804760456085,3.518117904663086,ok,,0.1736360778867527,1_minus_roc_auc,,7896,6316,0,1975,0.5204610824584961,8,5e-06,True,225.4105598926544,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7493670886075949,0.7493670886075949,0,True,True,text-embedding-v4,0.05,128,23,0,23,
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7520435967302452,0.752054642788972,42.171436071395874,0.4719483852386474,ok,,0.1598942553317887,1_minus_roc_auc,,1466,1172,0,367,0.5005574468523264,15,5e-06,True,42.13261961936951,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7142857142857143,0.7210884353741497,7,True,True,text-embedding-v4,0.05,128,10,0,10,
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7099828864803195,0.7100173131558071,1690.242951631546,25.02115797996521,ok,,0.2131399633633663,1_minus_roc_auc,,35060,28048,0,8765,0.5530990548431873,18,5e-06,True,1689.9131886959076,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.713063320022818,0.716343411294923,1,True,True,text-embedding-v4,0.05,128,10,0,10,
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7167142042213348,0.7167198898472047,4116.569452762604,25.00238585472107,ok,,0.2090479555270423,1_minus_roc_auc,,35060,28048,0,8765,0.5491596907377243,44,5e-06,True,4116.28737616539,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.7132059326868226,0.7177695379349687,14,True,True,text-embedding-v4,0.05,128,10,0,10,
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.675,0.6693032314479908,38.15614008903504,0.5484127998352051,ok,,0.262109375,1_minus_roc_auc,,1280,1024,0,320,0.6108735427260399,12,5e-06,True,38.09119486808777,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6484375,0.65625,4,True,True,text-embedding-v4,0.05,128,20,0,20,
GesturePhaseSegmentationProcessed,/home/crc00006699/zh/tabiclv2/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8425316455696202,0.8416099425352475,769.1924662590027,4.035930156707764,ok,,0.4330282047658695,log_loss,,7898,6318,0,1975,0.6160174440592527,24,5e-06,True,768.9771478176117,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.790506329113924,0.8094936708860759,16,True,True,text-embedding-v4,0.05,128,32,0,32,
INNHotelsGroup,/home/crc00006699/zh/tabiclv2/data178/INNHotelsGroup,binclass,29020,5804,7255,17,2,0.9046175051688492,,0.7578516006469727,19.41738796234131,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 14.00 MiB is free. Process 49895 has 23.55 GiB memory in use. Of the allocated memory 22.84 GiB is allocated by PyTorch, and 407.68 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,17,0,17,
KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8109161793372319,0.8091752055466928,139.77297592163086,2.5342917442321777,ok,,0.088665458317659,1_minus_roc_auc,,4102,3281,0,1026,0.3863585023209452,8,5e-06,True,139.55936288833618,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8124238733252132,0.8124238733252132,0,True,True,text-embedding-v4,0.05,128,49,0,49,
Marketing_Campaign,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign,binclass,1792,359,448,27,2,0.8839285714285714,0.8741572521865889,38.47409152984619,0.809105634689331,ok,,0.0739609041407137,1_minus_roc_auc,,1792,1433,0,448,0.214260165579617,8,5e-06,True,38.39949560165405,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9108635097493036,0.9108635097493036,0,True,True,text-embedding-v4,0.05,128,27,0,27,
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9805517865219358,0.9805310686674488,297.08678579330444,4.712117910385132,ok,,0.0012757174356339,1_minus_roc_auc,,8844,7075,0,2211,0.0678280345164239,8,5e-06,True,296.8112328052521,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9785189372526852,0.9785189372526852,0,True,True,text-embedding-v4,0.05,128,30,0,30,
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3,binclass,834,167,209,37,2,0.8899521531100478,0.8463166234064067,36.87966966629028,1.143563747406006,ok,,0.1100000000000001,1_minus_roc_auc,,834,667,0,209,0.3058108175173402,10,5e-06,True,36.80860114097595,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8922155688622755,0.8982035928143712,2,True,True,text-embedding-v4,0.05,128,37,0,37,
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8577272102296164,,2.1012508869171143,241.0453817844391,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 28.00 MiB is free. Process 49895 has 23.54 GiB memory in use. Of the allocated memory 22.75 GiB is allocated by PyTorch, and 477.41 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,18,0,18,
Telecom_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Telecom_Churn_Dataset,binclass,2666,534,667,17,2,0.9610194902548724,0.9601297177498206,50.316840410232544,1.0154850482940674,ok,,0.0688732139627418,1_minus_roc_auc,,2666,2132,0,667,0.0993376071564853,8,5e-06,True,50.25374102592468,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9625468164794008,0.9625468164794008,0,True,True,text-embedding-v4,0.05,128,17,0,17,
Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt,binclass,3856,772,965,5,2,0.9927461139896372,0.9926443320683423,43.18403720855713,0.6627857685089111,ok,,0.0080040441486224,1_minus_roc_auc,,3856,3084,0,965,0.0344707114854827,9,5e-06,True,43.14702343940735,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9870466321243524,0.9883419689119172,1,True,True,text-embedding-v4,0.05,128,5,0,5,
ada,/home/crc00006699/zh/tabiclv2/data178/ada,binclass,3317,664,830,48,2,0.863855421686747,0.8602470090014295,167.18970656394958,1.964864015579224,ok,,0.0794708426686582,1_minus_roc_auc,,3317,2653,0,830,0.3144677588716149,13,5e-06,True,167.05262398719788,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8689759036144579,0.8825301204819277,5,True,True,text-embedding-v4,0.05,128,48,0,48,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.6075,0.5956822881910262,35.413633823394775,0.4140026569366455,ok,,0.3260704524749468,1_minus_roc_auc,,1600,1280,0,400,0.6375843025743961,14,5e-06,True,35.375255823135376,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.659375,0.6625,6,True,True,text-embedding-v4,0.05,128,7,0,7,
analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship,multiclass,672,135,169,69,4,0.9940828402366864,0.9940804879569156,35.02200698852539,0.7061266899108887,ok,,0.0104686361225586,log_loss,,672,537,0,169,0.0006805842140238,8,5e-06,True,34.91126251220703,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,1.0,1.0,0,True,True,text-embedding-v4,0.05,128,69,0,69,
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4045454545454545,0.3829796558455095,18.293802738189697,0.7124416828155518,ok,,1.3400522284758558,log_loss,,880,704,0,220,1.300619311630726,8,5e-06,True,18.25306344032288,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5227272727272727,0.5227272727272727,0,True,True,text-embedding-v4,0.05,128,12,0,12,
baseball,/home/crc00006699/zh/tabiclv2/data178/baseball,multiclass,1072,215,268,16,3,0.9440298507462688,0.9342657264063036,29.56234049797058,0.4209332466125488,ok,,0.1326162524342355,log_loss,,1072,857,0,268,0.1435839757323265,11,5e-06,True,29.51431012153625,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9534883720930232,0.958139534883721,3,True,True,text-embedding-v4,0.05,128,16,0,16,
cmc,/home/crc00006699/zh/tabiclv2/data178/cmc,multiclass,1178,236,295,9,3,0.5966101694915255,0.5933310521281714,31.729153394699097,0.367307186126709,ok,,0.8677297858096539,log_loss,,1178,942,0,295,0.8889938369393349,13,5e-06,True,31.689460515975952,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5466101694915254,0.5508474576271186,5,True,True,text-embedding-v4,0.05,128,9,0,9,
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6237288135593221,0.6220515399978166,36.17146968841553,0.3716893196105957,ok,,0.8202331869445323,log_loss,,1178,942,0,295,0.8597720917314291,15,5e-06,True,36.134830713272095,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.538135593220339,0.5423728813559322,7,True,True,text-embedding-v4,0.05,128,9,0,9,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6438537879532279,,1.93100380897522,118.20718288421632,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 10.00 MiB is free. Process 49895 has 23.55 GiB memory in use. Of the allocated memory 22.87 GiB is allocated by PyTorch, and 374.19 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,20,0,20,
dis,/home/crc00006699/zh/tabiclv2/data178/dis,binclass,3017,604,755,29,2,0.990728476821192,0.9900755651821972,172.56154346466064,1.3784687519073486,ok,,0.0070659488559892,1_minus_roc_auc,,3017,2413,0,755,0.0258765997714363,20,5e-06,True,172.45092797279358,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9850993377483444,0.9950331125827816,12,True,True,text-embedding-v4,0.05,128,29,0,29,
