dataset_name,task_type,n_train,n_val,n_test,n_features,n_classes,status_baseline,status_baseline_ttt,status_TTT,accuracy_baseline,accuracy_baseline_ttt,accuracy_TTT,delta_baseline_ttt_vs_baseline,delta_pp_baseline_ttt_vs_baseline,relative_delta_pct_baseline_ttt_vs_baseline,bucket_baseline_ttt_vs_baseline,delta_TTT_vs_baseline,delta_pp_TTT_vs_baseline,relative_delta_pct_TTT_vs_baseline,bucket_TTT_vs_baseline,delta_TTT_vs_baseline_ttt,delta_pp_TTT_vs_baseline_ttt,bucket_TTT_vs_baseline_ttt,fit_seconds_baseline,fit_seconds_baseline_ttt,fit_seconds_TTT,predict_seconds_baseline,predict_seconds_baseline_ttt,predict_seconds_TTT,ttt_applied_baseline_ttt,ttt_applied_TTT,ttt_steps_baseline_ttt,ttt_steps_TTT,ttt_lr_baseline_ttt,ttt_lr_TTT,ttt_loss_baseline_ttt,ttt_loss_TTT,ttt_update_seconds_baseline_ttt,ttt_update_seconds_TTT,ttt_split_strategy_baseline_ttt,ttt_split_strategy_TTT,ttt_split_reason_baseline_ttt,ttt_split_reason_TTT,error_type_baseline_ttt,error_first_line_baseline_ttt,error_type_TTT,error_first_line_TTT,dataset_dir
MagicTelescope,binclass,15216,3044,3804,9,2,ok,ok,ok,0.8848580441640379,0.8848580441640379,0.8843322818086226,0.0,0.0,0.0,tie,-0.000525762355415349,-0.0525762355415349,-0.059417706476529636,regressed,-0.000525762355415349,-0.0525762355415349,regressed,0.4342396259307861,2.63501238822937,25.878236293792725,6.051984786987305,5.9286720752716064,6.35554313659668,True,True,1,1,2e-06,2e-06,0.3626988530158996,0.29766562829415,2.5038349628448486,25.74731206893921,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/MagicTelescope
Marketing_Campaign,binclass,1792,359,448,27,2,ok,ok,ok,0.890625,0.890625,0.890625,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3790252208709717,0.580986738204956,1.9416882991790767,0.7090649604797363,0.5780808925628662,0.6611855030059814,True,True,1,1,2e-06,2e-06,0.2996675670146942,0.2650629058480263,0.5110883712768555,1.870122194290161,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign
Mobile_Price_Classification,multiclass,1600,320,400,20,4,ok,ok,ok,0.94,0.94,0.94,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3607692718505859,0.4918696880340576,1.598125457763672,0.5316307544708252,0.4477388858795166,0.5165519714355469,True,True,1,1,2e-06,2e-06,1.386194348335266,0.2093441598117351,0.4407799243927002,1.546126127243042,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification
National_Health_and_Nutrition_Health_Survey,binclass,1822,365,456,7,2,ok,ok,ok,0.8399122807017544,0.8399122807017544,0.8377192982456141,0.0,0.0,0.0,tie,-0.002192982456140302,-0.21929824561403022,-0.2610966057441195,regressed,-0.002192982456140302,-0.21929824561403022,regressed,0.3388147354125976,0.4513983726501465,1.566011667251587,0.4682562351226806,0.3261420726776123,0.4615082740783691,True,True,1,1,2e-06,2e-06,0.4323754608631134,0.3694094151258468,0.4245996475219726,1.538053035736084,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/National_Health_and_Nutrition_Health_Survey
PhishingWebsites,binclass,8844,1769,2211,30,2,ok,ok,ok,0.979194934418815,0.9796472184531886,0.9796472184531886,0.00045228403437358455,0.045228403437358455,0.04618937644341781,improved,0.00045228403437358455,0.045228403437358455,0.04618937644341781,improved,0.0,0.0,tie,0.5716607570648193,1.766096830368042,11.956453561782835,3.755772829055786,3.532702684402466,3.873730421066284,True,True,1,1,2e-06,2e-06,0.0640226081013679,0.0591922815268238,1.488194465637207,11.676228761672974,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites
PieChart3,binclass,861,173,216,37,2,ok,ok,ok,0.875,0.8703703703703703,0.875,-0.00462962962962965,-0.462962962962965,-0.5291005291005314,regressed,0.0,0.0,0.0,tie,0.00462962962962965,0.462962962962965,improved,0.5609714984893799,0.5088868141174316,1.5991525650024414,0.7397828102111816,0.6405527591705322,0.7604656219482422,True,True,1,1,2e-06,2e-06,0.3372387290000915,0.3210511257251103,0.4441697597503662,1.5343260765075684,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/PieChart3
Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,ok,ok,ok,0.7467532467532467,0.7467532467532467,0.7467532467532467,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3313746452331543,0.4025328159332275,1.3856396675109863,0.365262508392334,0.2607769966125488,0.3368434906005859,True,True,1,1,2e-06,2e-06,0.6017654538154602,0.4516109550992648,0.3810815811157226,1.3639700412750244,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Pima_Indians_Diabetes_Database
PizzaCutter3,binclass,834,167,209,37,2,ok,ok,ok,0.8803827751196173,0.8803827751196173,0.8803827751196173,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3744237422943115,0.4988834857940674,1.4680736064910889,0.7117657661437988,0.6008906364440918,0.6940023899078369,True,True,1,1,2e-06,2e-06,0.3550856709480285,0.3488947724302609,0.4339578151702881,1.402608871459961,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3
Pumpkin_Seeds,binclass,2000,400,500,12,2,ok,ok,ok,0.872,0.872,0.872,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3438808917999267,0.4783761501312256,1.840785264968872,0.5485992431640625,0.4686248302459717,0.5822498798370361,True,True,1,1,2e-06,2e-06,0.2692758738994598,0.2441059599320093,0.4441320896148681,1.8052051067352293,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds
QSAR_biodegradation,binclass,843,169,211,41,2,ok,ok,ok,0.8862559241706162,0.8862559241706162,0.8862559241706162,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4245004653930664,0.5844566822052002,1.587937593460083,0.7139487266540527,0.6396784782409668,0.7444553375244141,True,True,1,1,2e-06,2e-06,0.3208929598331451,0.3084595426917076,0.4721410274505615,1.4773142337799072,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/QSAR_biodegradation
Rain_in_Australia,multiclass,116368,23274,29092,18,3,ok,fail,fail,0.8503712360786471,,,,,,run_failed,,,,run_failed,,,both_failed,2.0024683475494385,0.0,0.0,296.4315595626831,0.0,0.0,False,False,0,0,,,,,0.0,0.0,,,,,RuntimeError,RuntimeError: CUDA error: invalid configuration argument,RuntimeError,RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia
SDSS17,multiclass,80000,16000,20000,12,3,ok,fail,fail,0.9762,,,,,,run_failed,,,,run_failed,,,both_failed,1.0477042198181152,0.0,0.0,106.15025877952576,0.0,0.0,False,False,0,0,,,,,0.0,0.0,,,,,RuntimeError,RuntimeError: CUDA error: invalid configuration argument,RuntimeError,RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/SDSS17
Satellite,binclass,4080,816,1020,36,2,ok,ok,ok,0.9931372549019608,0.9931372549019608,0.9931372549019608,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4437465667724609,0.9493792057037354,4.210928678512573,1.709503412246704,1.5839121341705322,1.6681323051452637,True,True,1,1,2e-06,2e-06,0.0588396713137626,0.0206378786824643,0.8177518844604492,4.0789995193481445,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Satellite
Telecom_Churn_Dataset,binclass,2666,534,667,17,2,ok,ok,ok,0.9550224887556222,0.9550224887556222,0.9550224887556222,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.5314147472381592,0.5638408660888672,2.3908891677856445,0.9212701320648192,0.693443775177002,0.7656984329223633,True,True,1,1,2e-06,2e-06,0.2857184410095215,0.1820493104557196,0.507037878036499,2.33267593383789,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Telecom_Churn_Dataset
UJI_Pen_Characters,multiclass,1091,219,273,80,35,ok,ok,ok,0.5421245421245421,0.5421245421245421,0.5421245421245421,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4650278091430664,0.8600690364837646,0.8905532360076904,2.3061394691467285,2.081310749053955,2.177304744720459,False,False,0,0,2e-06,2e-06,,,0.4261608123779297,0.4523398876190185,stratified,stratified,stratified split | TTT training skipped because n_classes=35 exceeds model max_classes=10,stratified split | TTT training skipped because n_classes=35 exceeds model max_classes=10,,,,,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters
Water_Quality_and_Potability,binclass,2620,524,656,8,2,ok,ok,ok,0.6417682926829268,0.6417682926829268,0.6387195121951219,0.0,0.0,0.0,tie,-0.0030487804878048808,-0.3048780487804881,-0.4750593824228033,regressed,-0.0030487804878048808,-0.3048780487804881,regressed,0.3466596603393554,0.4948837757110595,2.177022695541382,0.6794238090515137,0.5775535106658936,0.6839518547058105,True,True,1,1,2e-06,2e-06,0.667973518371582,0.6463052233060201,0.4634931087493896,2.145249128341675,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Water_Quality_and_Potability
Wilt,binclass,3856,772,965,5,2,ok,ok,ok,0.9927461139896372,0.9927461139896372,0.9927461139896372,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3395838737487793,0.5840768814086914,2.3387703895568848,0.6373746395111084,0.5196714401245117,0.6374516487121582,True,True,1,1,2e-06,2e-06,0.2033260911703109,0.020861662691459,0.5526108741760254,2.3059661388397217,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/Wilt
abalone,multiclass,3341,669,836,8,3,ok,ok,ok,0.6519138755980861,0.6519138755980861,0.6507177033492823,0.0,0.0,0.0,tie,-0.0011961722488038617,-0.11961722488038617,-0.18348623853211532,regressed,-0.0011961722488038617,-0.11961722488038617,regressed,0.3707823753356933,0.5525548458099365,2.6175687313079834,0.9034225940704346,0.7304599285125732,0.8337204456329346,True,True,1,1,2e-06,2e-06,0.6884810328483582,0.6756225874026617,0.5114331245422363,2.575767040252685,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/abalone
accelerometer,multiclass,122403,24481,30601,4,4,ok,fail,fail,0.7410542139145779,,,,,,run_failed,,,,run_failed,,,both_failed,0.7155473232269287,0.0,0.0,231.66927766799927,0.0,0.0,False,False,0,0,,,,,0.0,0.0,,,,,RuntimeError,RuntimeError: CUDA error: invalid configuration argument,RuntimeError,RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/accelerometer
ada,binclass,3317,664,830,48,2,ok,ok,ok,0.8481927710843373,0.8481927710843373,0.846987951807229,0.0,0.0,0.0,tie,-0.00120481927710836,-0.12048192771083599,-0.14204545454544584,regressed,-0.00120481927710836,-0.12048192771083599,regressed,0.4314839839935303,0.7709710597991943,3.3419525623321533,1.5898911952972412,1.488788604736328,1.7010133266448977,True,True,1,1,2e-06,2e-06,0.3716265261173248,0.3308470944563548,0.6399478912353516,3.2097487449646,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/ada
ada_agnostic,binclass,3649,730,913,48,2,ok,ok,ok,0.8400876232201533,0.8400876232201533,0.8400876232201533,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4654519557952881,0.8409051895141602,4.028329610824585,1.847543478012085,1.6150708198547363,1.8121511936187744,True,True,1,1,2e-06,2e-06,0.3800403177738189,0.3414203698436419,0.7014415264129639,3.88892126083374,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic
ada_prior,binclass,3649,730,913,14,2,ok,ok,ok,0.8411829134720701,0.8411829134720701,0.8411829134720701,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4143166542053222,0.6603529453277588,3.3837890625,1.1880998611450195,0.9321985244750975,1.0911033153533936,True,True,1,1,2e-06,2e-06,0.3735643625259399,0.3503757764895757,0.5926642417907715,3.314751625061035,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/ada_prior
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,ok,ok,ok,0.6025,0.605,0.6075,0.0024999999999999467,0.24999999999999467,0.41493775933609073,improved,0.0050000000000000044,0.5000000000000004,0.8298755186721999,improved,0.0025000000000000577,0.2500000000000058,improved,0.3360295295715332,0.4411025047302246,1.3633298873901367,0.3900761604309082,0.2900266647338867,0.3717789649963379,True,True,1,1,2e-06,2e-06,0.6858934164047241,0.6368782818317413,0.4103176593780517,1.3314666748046875,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True
allbp,multiclass,3017,604,755,29,3,ok,ok,ok,0.9788079470198676,0.9788079470198676,0.9788079470198676,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4310293197631836,0.7003085613250732,2.784379005432129,1.1189093589782717,0.9839677810668944,1.1607768535614014,True,True,1,1,2e-06,2e-06,0.1233531385660171,0.0732318107038736,0.594212532043457,2.676485061645508,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/allbp
allrep,multiclass,3017,604,755,29,4,ok,ok,ok,0.9854304635761588,0.9854304635761588,0.9854304635761588,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4142251014709472,0.7040119171142578,2.813203811645508,1.1177313327789309,0.9837100505828856,1.0640554428100586,True,True,1,1,2e-06,2e-06,0.101271741092205,0.059217296851178,0.5987157821655273,2.7074904441833496,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/allrep
analcatdata_authorship,multiclass,672,135,169,69,4,ok,ok,ok,0.9881656804733728,0.9881656804733728,0.9881656804733728,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4097840785980224,0.5813891887664795,1.675691843032837,0.5088052749633789,0.4463129043579101,0.5997641086578369,True,True,1,1,2e-06,2e-06,0.0122409602627158,0.0053172159823589,0.4760653972625732,1.5706307888031006,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship
artificial-characters,multiclass,8174,1635,2044,7,10,ok,ok,ok,0.8639921722113503,0.8644814090019569,0.8693737769080235,0.0004892367906066397,0.04892367906066397,0.056625141562852296,improved,0.005381604696673259,0.5381604696673259,0.622876557191401,improved,0.004892367906066619,0.4892367906066619,improved,0.40114426612854,1.1233105659484863,8.941125631332397,2.4244563579559326,2.3369011878967285,2.622121334075928,True,True,1,1,2e-06,2e-06,0.7015340328216553,0.4707349613308906,1.0514147281646729,8.87111496925354,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/artificial-characters
autoUniv-au4-2500,multiclass,2000,400,500,100,3,ok,ok,ok,0.522,0.52,0.516,-0.0020000000000000018,-0.20000000000000018,-0.3831417624521076,regressed,-0.006000000000000005,-0.6000000000000005,-1.1494252873563229,regressed,-0.0040000000000000036,-0.40000000000000036,regressed,0.5604047775268555,0.9866998195648192,3.24148941040039,1.6170332431793213,1.4900164604187012,1.6923205852508545,True,True,1,1,2e-06,2e-06,0.9116337299346924,0.9115438113609948,0.736041784286499,2.986319780349731,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au4-2500
autoUniv-au7-1100,multiclass,880,176,220,12,5,ok,ok,ok,0.4045454545454545,0.4045454545454545,0.4,0.0,0.0,0.0,tie,-0.004545454545454464,-0.45454545454544637,-1.1235955056179574,regressed,-0.004545454545454464,-0.45454545454544637,regressed,0.3391172885894775,0.5313730239868164,1.421621322631836,0.5005779266357422,0.421522855758667,0.5136575698852539,True,True,1,1,2e-06,2e-06,1.417775273323059,1.3808463215827942,0.4987678527832031,1.3884506225585938,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100
bank,binclass,36168,7234,9043,16,2,ok,ok,ok,0.9089903792989052,0.908879796527701,0.9087692137564968,-0.00011058277120423732,-0.011058277120423732,-0.012165450121653505,regressed,-0.00022116554240847464,-0.022116554240847464,-0.02433090024330701,regressed,-0.00011058277120423732,-0.011058277120423732,regressed,0.8194398880004883,11.936715602874756,130.0715789794922,25.779200315475464,25.61791706085205,26.2113299369812,True,True,1,1,2e-06,2e-06,0.2654399573802948,0.19804456209143,11.42409348487854,129.54784536361694,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/bank
banknote_authentication,binclass,1097,220,275,4,2,ok,ok,ok,0.5490909090909091,0.5490909090909091,0.5527272727272727,0.0,0.0,0.0,tie,0.0036363636363636598,0.363636363636366,0.6622516556291433,improved,0.0036363636363636598,0.363636363636366,improved,0.339785099029541,0.4283890724182129,1.0088725090026855,0.1556184291839599,0.1758785247802734,0.212214708328247,True,True,1,1,2e-06,2e-06,0.688377857208252,0.6910492877165476,0.4100399017333984,0.9903430938720704,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/banknote_authentication
baseball,multiclass,1072,215,268,16,3,ok,ok,ok,0.9477611940298508,0.9477611940298508,0.9477611940298508,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3466944694519043,0.4476120471954345,1.4322881698608398,0.3583629131317138,0.2729148864746094,0.3348677158355713,True,True,1,1,2e-06,2e-06,0.2167468070983886,0.1867425702512264,0.4075675010681152,1.387213945388794,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/baseball
car-evaluation,multiclass,1382,277,346,21,4,ok,ok,ok,0.9739884393063584,0.976878612716763,0.976878612716763,0.0028901734104046506,0.28901734104046506,0.2967359050445131,improved,0.0028901734104046506,0.28901734104046506,0.2967359050445131,improved,0.0,0.0,tie,0.4070861339569092,0.5039787292480469,1.5435066223144531,0.5514791011810303,0.3920235633850097,0.4619765281677246,True,True,1,1,2e-06,2e-06,0.0408714972436428,0.0430670846253633,0.4441828727722168,1.4837102890014648,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/car-evaluation
churn,binclass,4000,800,1000,20,2,ok,ok,ok,0.952,0.952,0.952,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4016494750976562,0.7288062572479248,3.7371435165405273,1.3154208660125732,1.181900978088379,1.3409147262573242,True,True,1,1,2e-06,2e-06,0.3019071817398071,0.1859323543806871,0.64302659034729,3.650669574737549,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/churn
cmc,multiclass,1178,236,295,9,3,ok,ok,ok,0.5898305084745763,0.5898305084745763,0.5898305084745763,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3352518081665039,0.4359056949615478,1.54410719871521,0.3347566127777099,0.2487227916717529,0.3591430187225342,True,True,1,1,2e-06,2e-06,0.9137948751449584,0.8534914950529734,0.4048109054565429,1.512214183807373,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/cmc
company_bankruptcy_prediction,binclass,5455,1091,1364,95,2,ok,ok,ok,0.9706744868035192,0.9706744868035192,0.9706744868035192,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.7475132942199707,1.680431604385376,8.517897605895996,3.99669361114502,3.911511182785034,4.153053522109985,True,True,1,1,2e-06,2e-06,0.0915114730596542,0.0913545799752076,1.256546974182129,8.097709894180298,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction
compass,binclass,13315,2663,3329,17,2,ok,ok,ok,0.8266746770802043,0.8266746770802043,0.8350856112946831,0.0,0.0,0.0,tie,0.008410934214478805,0.8410934214478805,1.017441860465114,improved,0.008410934214478805,0.8410934214478805,improved,0.5227921009063721,2.414454698562622,21.33161759376526,5.709430932998657,5.316071033477783,5.64264178276062,True,True,1,1,2e-06,2e-06,0.4189305305480957,0.4116953884561856,2.198141574859619,21.11383008956909,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/compass
contraceptive_method_choice,multiclass,1178,236,295,9,3,ok,ok,ok,0.6271186440677966,0.6271186440677966,0.6271186440677966,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.336451768875122,0.4493985176086426,1.4613525867462158,0.3309507369995117,0.2851264476776123,0.3712849617004394,True,True,1,1,2e-06,2e-06,0.9366675615310668,0.88889379799366,0.4195981025695801,1.4305717945098877,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice
credit,binclass,13371,2675,3343,10,2,ok,ok,ok,0.7828297935985642,0.7828297935985642,0.7837271911456776,0.0,0.0,0.0,tie,0.0008973975471133766,0.08973975471133766,0.11463507833397088,improved,0.0008973975471133766,0.08973975471133766,improved,0.447838544845581,2.197396278381348,20.8914897441864,5.041871547698975,4.94472336769104,5.323572874069214,True,True,1,1,2e-06,2e-06,0.4666667282581329,0.4597317650914192,2.0729713439941406,20.765937328338623,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/credit
customer_satisfaction_in_airline,binclass,103904,20781,25976,21,2,ok,fail,fail,0.9615414228518632,,,,,,run_failed,,,,run_failed,,,both_failed,2.281546115875244,0.0,0.0,256.28031945228577,0.0,0.0,False,False,0,0,,,,,0.0,0.0,,,,,RuntimeError,RuntimeError: CUDA error: invalid configuration argument,RuntimeError,RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/customer_satisfaction_in_airline
dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,ok,fail,fail,0.6411516163898988,,,,,,run_failed,,,,run_failed,,,both_failed,1.7948837280273438,0.0,0.0,113.52792263031006,0.0,0.0,False,False,0,0,,,,,0.0,0.0,,,,,RuntimeError,RuntimeError: CUDA error: invalid configuration argument,RuntimeError,RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals
default_of_credit_card_clients,binclass,24000,4800,6000,23,2,ok,ok,ok,0.8261666666666667,0.8261666666666667,0.8256666666666667,0.0,0.0,0.0,tie,-0.000500000000000056,-0.050000000000005596,-0.06052047609441871,regressed,-0.000500000000000056,-0.050000000000005596,regressed,0.8290727138519287,6.294628620147705,61.43886876106262,14.00501275062561,13.72042727470398,13.81072163581848,True,True,1,1,2e-06,2e-06,0.4340653121471405,0.4253195424874623,5.779458999633789,60.90850639343262,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients
delta_ailerons,binclass,5703,1141,1426,5,2,ok,ok,ok,0.9509116409537168,0.9509116409537168,0.9509116409537168,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.3787658214569092,0.7734344005584717,3.790196895599365,1.0804052352905271,0.8694782257080078,0.9507279396057128,True,True,1,1,2e-06,2e-06,0.1746159046888351,0.1712284106761217,0.7337889671325684,3.749929428100586,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons
dis,binclass,3017,604,755,29,2,ok,ok,ok,0.9841059602649008,0.9841059602649008,0.9841059602649008,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.4430580139160156,0.7026495933532715,2.8162639141082764,1.201329231262207,0.9732441902160645,1.0205485820770264,True,True,1,1,2e-06,2e-06,0.074880726635456,0.0469942052538196,0.595740556716919,2.7090096473693848,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dis
dna,multiclass,2548,510,638,180,3,ok,ok,ok,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.928764820098877,1.8823881149291992,5.869898557662964,3.4705402851104736,3.167355298995972,3.3020310401916504,True,True,1,1,2e-06,2e-06,0.2561324834823608,0.2540007258454959,1.2765042781829834,5.260063886642456,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dna
drug_consumption,multiclass,1507,302,377,12,7,ok,ok,ok,0.403183023872679,0.403183023872679,0.403183023872679,0.0,0.0,0.0,tie,0.0,0.0,0.0,tie,0.0,0.0,tie,0.35125732421875,0.440035343170166,1.5143496990203855,0.4448335170745849,0.3537526130676269,0.4154658317565918,True,True,1,1,2e-06,2e-06,1.515837550163269,1.5163367986679075,0.4068937301635742,1.480215072631836,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/drug_consumption
dry_bean_dataset,multiclass,10888,2178,2723,16,7,ok,ok,ok,0.927653323540213,0.927653323540213,0.929122291590158,0.0,0.0,0.0,tie,0.0014689680499450075,0.14689680499450075,0.15835312747427774,improved,0.0014689680499450075,0.14689680499450075,improved,0.4674875736236572,1.803262948989868,15.356520891189575,4.154491424560547,3.95866584777832,4.310053110122681,True,True,1,1,2e-06,2e-06,0.2175114452838897,0.191232201953729,1.6405036449432373,15.19797420501709,stratified,stratified,stratified split,stratified split,,,,,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset
