dataset_name,accuracy_direction,chunk3000_accuracy,default3_accuracy,delta_accuracy,chunk3000_f1,default3_f1,delta_f1,chunk3000_balanced_accuracy,default3_balanced_accuracy,delta_balanced_accuracy,chunk3000_roc_auc,default3_roc_auc,delta_roc_auc,chunk3000_log_loss,default3_log_loss,delta_log_loss,info_total_samples,info_n_features,info_n_num_features,info_n_cat_features,info_n_classes,chunk3000_task_type,chunk3000_n_train,chunk3000_n_val,chunk3000_n_test,chunk3000_n_features,chunk3000_n_classes,chunk3000_ttt_oom_fallback,default3_ttt_oom_fallback,chunk3000_fit_seconds,default3_fit_seconds,delta_fit_seconds,chunk3000_predict_seconds,default3_predict_seconds,delta_predict_seconds,chunk3000_ttt_applied,chunk3000_ttt_steps,chunk3000_ttt_update_seconds,chunk3000_ttt_fallback_reason,chunk3000_ttt_val_baseline_metric,chunk3000_ttt_val_best_metric,chunk3000_ttt_val_baseline_accuracy,chunk3000_ttt_val_best_accuracy,default3_task_type,default3_n_train,default3_n_val,default3_n_test,default3_n_features,default3_n_classes,default3_ttt_applied,default3_ttt_steps,default3_ttt_update_seconds,default3_ttt_fallback_reason,default3_ttt_val_baseline_metric,default3_ttt_val_best_metric,default3_ttt_val_baseline_accuracy,default3_ttt_val_best_accuracy
Indian_pines,tie,0.9879715691634772,0.9879715691634772,0.0,0.9879578467409422,0.9879578467409422,0.0,0.993097442680776,0.993097442680776,0.0,0.9998890431897652,0.9998888550784032,1.8811136204277545e-07,0.0299664506645526,0.0299785469077627,-1.2096243210100999e-05,9144,220,220,0,8,multiclass,7315,1463,1829,220,8,True,True,51.20152306556702,6.913709402084351,44.287813663482666,66.4612398147583,15.958953142166138,50.50228667259216,False,0,45.98795199394226,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 332.00 MiB. GPU 0 has a total capacity of 10.57 GiB of which 245.06 MiB is free. Including non-PyTorch memory, this process has 10.28 GiB memory in use. Of the allocated memory 10.01 GiB is allocated by PyTorch, and 54.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",,,,,multiclass,7315,1463,1829,220,8,False,0,4.893718719482422,"TTT OOM; used original model parameters for inference: OutOfMemoryError: Caught OutOfMemoryError in replica 0 on device 0. Original Traceback (most recent call last): File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/parallel/parallel_apply.py"", line 96, in _worker output = module(*input, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/tabicl.py"", line 496, in forward out = self._train_forward(X, y_train, d=d, embed_with_test=embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/tabicl.py"", line 335, in _train_forward self.col_embedder( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 728, in forward embeddings = self._train_forward(X, y_train, d, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 458, in _train_forward return self._train_forward_with_feature_group(X, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 474, in _train_forward_with_feature_group embeddings = self._compute_embeddings(features, train_size, y_train, embed_with_test) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/embedding.py"", line 388, in _compute_embeddings src = self.tf_col(src, train_size=None if embed_with_test else train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/encoders.py"", line 331, in forward out = block(out, train_size) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 679, in forward out = self.induced_attention(src, train_size) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 647, in induced_attention out = self.multihead_attn2(src, hidden, hidden) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 454, in forward attn_result = self._attn_block( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 506, in _attn_block result = self.attn( File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1739, in _wrapped_call_impl return self._call_impl(*args, **kwargs) File ""/home/crc00006699/anaconda3/envs/tabicl/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1750, in _call_impl return forward_call(*args, **kwargs) File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/layers.py"", line 269, in forward return multi_head_attention_forward( File ""/home/crc00006699/zh/tabiclv2/src/tabicl/model/attention.py"", line 293, in multi_head_attention_forward attn_output = F.linear(attn_output, out_proj_weight, out_proj_bias) # (batch_shape, tgt_len, E) torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 642.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 54.00 MiB is free. Process 16410 has 23.51 GiB memory in use. Of the allocated memory 23.00 GiB is allocated by PyTorch, and 101.18 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,
JapaneseVowels,tie,0.9994982438534872,0.9994982438534872,0.0,0.999498083906782,0.999498083906782,0.0,0.9993540051679586,0.9993540051679586,0.0,1.0,1.0,0.0,0.0009663665822946,0.0009732406068493,-6.874024554699991e-06,9961,14,14,0,9,multiclass,7968,1594,1993,14,9,False,False,232.7750265598297,13.728927612304688,219.04609894752502,4.934724569320679,3.1056275367736816,1.829097032546997,True,16,232.4714343547821,,0.9999152688978848,0.9999152688978848,0.9968632371392724,0.9968632371392724,multiclass,7968,1594,1993,14,9,True,8,13.619115352630615,,0.9999138240003982,0.9999138240003982,0.9968632371392724,0.9968632371392724
Cardiovascular-Disease-dataset,down,0.7333571428571428,0.7343571428571428,-0.0010000000000000009,0.7329787914892053,0.7340055546229096,-0.0010267631337043115,0.7333357088443131,0.7343364438649612,-0.0010007350206481247,0.8009206798924668,0.801391935148387,-0.0004712552559201777,0.5423015367658063,0.5423214612870783,-1.9924521271974527e-05,70000,11,5,6,2,binclass,56000,11200,14000,11,2,False,False,1399.9436287879944,105.75850772857666,1294.1851210594177,141.2313323020935,56.59321331977844,84.63811898231506,True,81,1399.0810360908508,,0.7884386031870991,0.7986294064944088,0.7082142857142857,0.7329464285714286,binclass,56000,11200,14000,11,2,True,50,105.25375294685364,,0.8000135905651249,0.8006131761963835,0.7323214285714286,0.7322321428571429
HR_Analytics_Job_Change_of_Data_Scientists,down,0.8006263048016702,0.8021920668058455,-0.0015657620041753528,0.8031068007088733,0.8056503154010644,-0.002543514692191051,0.7469025872281881,0.7549407013923389,-0.00803811416415079,0.8109467213338502,0.8113254244258945,-0.0003787030920443524,0.4298063095795387,0.4291463234129257,0.0006599861666130025,19158,13,3,10,2,binclass,15326,3066,3832,13,2,False,False,395.2193360328674,61.95024728775024,333.26908874511713,12.358816862106323,7.151583909988403,5.20723295211792,True,24,394.59088921546936,,0.8096695667981809,0.8096695667981809,0.8033268101761253,0.8033268101761253,binclass,15326,3066,3832,13,2,True,40,61.70848178863525,,0.8086660247178692,0.8116465418559138,0.8036529680365296,0.8052837573385518
FOREX_audjpy-hour-High,down,0.7210496292070736,0.7226468910439247,-0.0015972618368510494,0.7210234579408102,0.7226478377577257,-0.0016243798169154333,0.7207125910690356,0.7224003797172696,-0.0016877886482339344,0.8001567719946424,0.8013075867264469,-0.0011508147318044504,0.541027605599689,0.5395295546399607,0.0014980509597283254,43825,10,10,0,2,binclass,35060,7012,8765,10,2,False,False,844.9406905174255,107.27595067024232,737.6647398471832,50.06035900115967,24.730113983154297,25.33024501800537,True,54,844.4071056842804,,0.7892385244179001,0.78942804464551,0.716343411294923,0.7169138619509412,binclass,35060,7012,8765,10,2,True,51,106.98905372619627,,0.7906073856623042,0.7924514927964807,0.7183399885909869,0.7136337706788363
INNHotelsGroup,down,0.9036526533425224,0.9058580289455548,-0.0022053756030323557,0.9030775803600974,0.9051363195601292,-0.002058739200031745,0.8849968253573997,0.8859897528297959,-0.00099292747239621,0.9631092040832064,0.9644257191414992,-0.0013165150582927776,0.2250875210682927,0.218588627250278,0.006498893818014689,36275,17,11,6,2,binclass,29020,5804,7255,17,2,False,False,1099.947179555893,140.66341757774353,959.2837619781494,38.56600499153137,19.704845905303955,18.861159086227417,True,50,1099.0157566070557,,0.9585029058408396,0.9616596358415244,0.8993797381116472,0.9007580978635424,binclass,29020,5804,7255,17,2,True,72,140.22182416915894,,0.9610815263115629,0.963131756962511,0.9016195727084768,0.9073053066850448
Customer_Personality_Analysis,down,0.890625,0.8928571428571429,-0.0022321428571429047,0.8819285508425728,0.8848287598792377,-0.0029002090366648803,0.7204332667371802,0.7278959533043444,-0.007462686567164201,0.913209542836996,0.9132487170446978,-3.917420770183089e-05,0.2436454730991126,0.2437763592344614,-0.00013088613534878446,2240,24,22,2,2,binclass,1792,359,448,24,2,False,False,29.182388305664062,6.328336000442505,22.854052305221558,1.099330186843872,0.7953402996063232,0.30398988723754883,True,8,29.07831239700317,,0.8802565051177704,0.8802565051177704,0.8913649025069638,0.8913649025069638,binclass,1792,359,448,24,2,True,10,6.263239145278931,,0.8795474164508571,0.8800098655814528,0.8913649025069638,0.8941504178272981
FOREX_audusd-hour-High,down,0.7065601825442099,0.7088419851682829,-0.0022818026240729594,0.7065561884334839,0.7087748969669463,-0.002218708533462399,0.705514158915377,0.7076006091447156,-0.00208645022933851,0.7858375421117316,0.7894865898189066,-0.0036490477071750016,0.5548860978589416,0.5513911886139851,0.0034949092449565455,43825,10,10,0,2,binclass,35060,7012,8765,10,2,False,False,852.9869527816772,139.08980679512024,713.897145986557,50.1055223941803,24.65716004371643,25.448362350463867,True,54,852.3675305843353,,0.7771021862436497,0.7788385643883321,0.7082144894466629,0.7097832287507131,binclass,35060,7012,8765,10,2,True,66,138.761887550354,,0.7781984185843283,0.7835975312463976,0.7102110667427267,0.7149172846548774
MagicTelescope,down,0.8943217665615142,0.8966876971608833,-0.0023659305993690705,0.8928632735921345,0.895273436766104,-0.0024101631739695817,0.8721682141701126,0.8748477045668628,-0.002679490396750195,0.9469811862859554,0.9494364008209708,-0.002455214535015404,0.2635283442004189,0.2556997859029004,0.007828558297518495,19020,9,9,0,2,binclass,15216,3044,3804,9,2,False,False,393.5977876186371,85.94193482398987,307.6558527946472,11.776468515396118,6.608947277069092,5.167521238327026,True,24,393.1837990283966,,0.9360819153670616,0.9360819153670616,0.8814060446780552,0.8814060446780552,binclass,15216,3044,3804,9,2,True,60,85.76494264602661,,0.9361896239903796,0.9397724152297624,0.8814060446780552,0.8843626806833115
Credit_c,down,0.81855,0.82095,-0.0023999999999999577,0.8185514098696635,0.8209020879322274,-0.002350678062563949,0.8263726852219944,0.8347819621770226,-0.008409276955028244,0.9311084887978704,0.9325832655665872,-0.0014747767687167679,0.4245330533497137,0.4139023909501131,0.010630662399600588,100000,22,17,5,3,multiclass,80000,16000,20000,22,3,False,False,2053.029340028763,525.1858155727386,1527.8435244560242,296.6062159538269,116.82571601867676,179.78049993515015,True,104,2050.555273294449,,0.9259059114989652,0.9259059114989652,0.812625,0.812625,multiclass,80000,16000,20000,22,3,True,196,523.6956560611725,,0.9259133161803352,0.930034004365829,0.812875,0.8234375
FOREX_cadjpy-hour-High,down,0.7162578436965202,0.7187678265830005,-0.0025099828864802998,0.716237094612191,0.7188016857723856,-0.0025645911601945848,0.7158261987109249,0.7185433557013952,-0.0027171569904702597,0.7899004233906136,0.7909321558430293,-0.0010317324524157234,0.5539565337062107,0.553124267763451,0.0008322659427596468,43825,10,10,0,2,binclass,35060,7012,8765,10,2,False,False,763.2512171268463,93.7470681667328,669.5041489601135,50.08178782463074,24.66270613670349,25.419081687927246,True,48,762.3891124725342,,0.7875864941308987,0.7875864941308987,0.7136337706788363,0.7136337706788363,binclass,35060,7012,8765,10,2,True,45,93.4448835849762,,0.7883437594261059,0.7924799031247813,0.7139189960068454,0.7114945807187678
FOREX_audjpy-day-High,down,0.782016348773842,0.784741144414169,-0.0027247956403270157,0.7815679029797274,0.7843529871692693,-0.00278508418954182,0.7808394269068426,0.7836484156708876,-0.002808988764045006,0.8556566197015636,0.8545568039950062,0.0010998157065573722,0.4749917720630157,0.4779773935283937,-0.0029856214653780078,1832,10,10,0,2,binclass,1465,293,367,10,2,False,False,16.24092149734497,7.372165679931641,8.86875581741333,0.9583768844604492,0.6041548252105713,0.35422205924987793,True,8,16.19559669494629,,0.8312820512820512,0.8312820512820512,0.7508532423208191,0.7508532423208191,binclass,1465,293,367,10,2,True,17,7.339414596557617,,0.8309090909090909,0.8374592074592074,0.7508532423208191,0.7542662116040956
MIC,down,0.9030303030303032,0.906060606060606,-0.0030303030303028278,0.8941558441558441,0.8955868413554079,-0.0014309971995637438,0.7423571579169301,0.7361374657389838,0.006219692177946379,0.881228477053904,0.8841801953756413,-0.002951718321737351,0.2770351929160788,0.2648456013208185,0.012189591595260285,1649,104,9,95,2,binclass,1319,264,330,104,2,False,False,166.65714192390442,15.47303819656372,151.1841037273407,2.721400499343872,1.5391623973846436,1.1822381019592285,True,17,166.022075176239,,0.8808377994093842,0.8838455649130482,0.875,0.8674242424242424,binclass,1319,264,330,104,2,True,12,15.169031143188477,,0.8825877720660615,0.8845564913048233,0.8674242424242424,0.8712121212121212
FOREX_audsgd-hour-High,down,0.708157444381061,0.7116942384483742,-0.0035367940673132203,0.7081756160870584,0.7117385439509797,-0.003562927863921317,0.7079698800429568,0.7116413601662905,-0.003671480123333737,0.7805232758103167,0.7886960633128388,-0.00817278750252215,0.5697491363251507,0.5529508672680582,0.016798269057092474,43825,10,10,0,2,binclass,35060,7012,8765,10,2,False,False,1228.0737645626068,108.7659842967987,1119.307780265808,49.96764302253723,24.73375010490417,25.23389291763306,True,78,1227.4253525733948,,0.7759432596879825,0.7844809890577048,0.6995151169423844,0.7117798060467769,binclass,35060,7012,8765,10,2,True,51,108.42542052268982,,0.7774450395707273,0.7914857939553768,0.7007986309184255,0.7139189960068454
ASP-POTASSCO-classification,down,0.4864864864864865,0.4903474903474903,-0.0038610038610037978,0.4677189476256108,0.4709621259507563,-0.003243178325145535,0.3979633853965404,0.4015997490329041,-0.0036363636363636598,0.8513989588114014,0.8512095632231967,0.00018939558820463276,1.503789239435718,1.5039419252701582,-0.0001526858344402804,1294,141,140,1,11,multiclass,1035,207,259,141,11,False,False,6.412717580795288,1.3360629081726074,5.076654672622681,13.25194525718689,4.025086402893066,9.226858854293823,False,0,5.5302581787109375,,,,,,multiclass,1035,207,259,141,11,False,0,0.7601296901702881,,,,,
Firm-Teacher_Clave-Direction_Classification,down,0.8810185185185185,0.8851851851851852,-0.004166666666666652,0.8807586851223602,0.883839227996472,-0.003080542874111747,0.8089529402231681,0.8071704433333176,0.0017824968898505489,0.9722726495261734,0.9725621413036504,-0.00028949177747694677,0.3082737481830931,0.3021326004020527,0.0061411477810404125,10800,16,0,16,4,multiclass,8640,1728,2160,16,4,False,False,789.4068884849548,47.88285446166992,741.5240340232849,5.826144456863403,3.5732438564300537,2.2529006004333496,True,58,789.0708785057068,,0.9648407346944146,0.9680849583923584,0.8674768518518519,0.8744212962962963,multiclass,8640,1728,2160,16,4,True,25,47.68090963363648,,0.9649145982054098,0.9681399774154804,0.8674768518518519,0.8738425925925926
GesturePhaseSegmentationProcessed,down,0.8384810126582278,0.8470886075949368,-0.008607594936708929,0.8374098194257072,0.8462368646654465,-0.008827045239739206,0.8139182762631858,0.8283058954590364,-0.014387619195850632,0.97099536727292,0.972801326150932,-0.0018059588780119373,0.4540028598221567,0.4322826913077344,0.021720168514422322,9873,32,32,0,5,multiclass,7898,1580,1975,32,5,False,False,978.7465233802797,65.75474739074707,912.9917759895326,6.628843784332275,4.134371995925903,2.494471788406372,True,60,978.33850979805,,0.9481578182013908,0.9540567684588046,0.7854430379746835,0.8006329113924051,multiclass,7898,1580,1975,32,5,True,30,65.54086208343506,,0.948143365819948,0.955472930740986,0.7879746835443038,0.8006329113924051
Gender_Gap_in_Spanish_WP,down,0.6031578947368421,0.6126315789473684,-0.0094736842105263,0.5426453139556644,0.5664220544780934,-0.023776740522428952,0.4070716487355859,0.4222363774177564,-0.015164728682170503,0.7055111070310756,0.707506125076442,-0.0019950180453663924,0.7932894403349626,0.7898800574616557,0.003409382873306943,4746,13,13,0,3,multiclass,3796,760,950,13,3,False,False,166.80789518356323,17.653764724731445,149.1541304588318,2.0109076499938965,1.3471958637237549,0.6637117862701416,True,16,166.63362169265747,,0.6751431426314422,0.6774304418130527,0.6092105263157894,0.6039473684210527,multiclass,3796,760,950,13,3,True,22,17.594812870025635,,0.6748721072245575,0.6788016075346702,0.6092105263157894,0.6118421052631579
Fitness_Club_c,down,0.79,0.8033333333333333,-0.013333333333333308,0.7842062756703683,0.7961465279630122,-0.01194025229264395,0.728298017771702,0.7378673957621326,-0.009569377990430561,0.8223618486776382,0.8231505336768494,-0.0007886849992112532,0.4544997610164932,0.4538117058789082,0.0006880551375850197,1500,6,3,3,2,binclass,1200,240,300,6,2,False,False,25.39248824119568,3.2258071899414062,22.166681051254272,0.4676475524902344,0.3036196231842041,0.16402792930603027,True,16,25.347725868225098,,0.8249528340579115,0.8261832499384792,0.7666666666666667,0.7708333333333334,binclass,1200,240,300,6,2,True,8,3.1982574462890625,,0.8249528340579115,0.8249528340579115,0.7666666666666667,0.7666666666666667
FOREX_cadjpy-day-High,down,0.7247956403269755,0.7411444141689373,-0.01634877384196176,0.724709800552843,0.7408442805973467,-0.016134480044503796,0.7248455690187694,0.7412390116417201,-0.016393442622950727,0.790775718698028,0.7941613209788548,-0.0033856022808268493,0.5539200445989151,0.5518971723837227,0.002022872215192373,1834,10,10,0,2,binclass,1467,294,367,10,2,False,False,32.044498682022095,5.054574489593506,26.98992419242859,0.76930832862854,0.5225706100463867,0.24673771858215332,True,16,31.985440015792847,,0.7786236579044798,0.7816549426138467,0.7006802721088435,0.7244897959183674,binclass,1467,294,367,10,2,True,12,5.022535800933838,,0.7791095890410958,0.781492965568308,0.7006802721088435,0.6904761904761905
BLE_RSSI_dataset_for_Indoor_localization,down,0.7336004006009014,0.771657486229344,-0.03805708562844268,0.7330939074782732,0.7713721249448069,-0.038278217466533704,0.7326163567434275,0.7710444732685625,-0.038428116525135,0.902818518321014,0.9238727621912004,-0.021054243870186395,0.5858824810446973,0.5233806799055356,0.0625018011391617,9984,3,3,0,3,multiclass,7987,1598,1997,3,3,False,False,134.11887955665588,37.562498331069946,96.55638122558594,2.203818798065185,1.4478209018707275,0.7559978961944576,True,16,134.06568121910095,,0.9016697085347304,0.9016697085347304,0.7509386733416771,0.7509386733416771,multiclass,7987,1598,1997,3,3,True,30,37.52864050865173,,0.9016391855752374,0.9192374442026102,0.7509386733416771,0.7828535669586983
