dataset_name,acc_full,task_type,acc_step,step,delta,delta_pp,winner
ozone-level-8hr,0.9546351084812624,binclass,0.9566074950690336,40,-0.0019723865877712132,-0.19723865877712132,icl_training
pc3,0.8977635782747604,binclass,0.9009584664536742,40,-0.0031948881789137795,-0.31948881789137795,icl_training
phoneme,0.8982423681776133,binclass,0.9000925069380203,40,-0.0018501387604070718,-0.18501387604070718,icl_training
qsar,0.90521327014218,binclass,0.909952606635071,40,-0.004739336492891044,-0.4739336492891044,icl_training
rl,0.8571428571428571,binclass,0.858148893360161,40,-0.001006036217303885,-0.1006036217303885,icl_training
seismic+bumps,0.9342359767891684,binclass,0.9342359767891684,40,0.0,0.0,tie
spambase,0.9533116178067318,binclass,0.9533116178067318,40,0.0,0.0,tie
statlog,0.745,binclass,0.74,40,0.0050000000000000044,0.5000000000000004,full_training
taiwanese_bankruptcy_prediction,0.9721407624633432,binclass,0.9721407624633432,40,0.0,0.0,tie
thyroid,0.9916666666666668,multiclass,0.9916666666666668,40,0.0,0.0,tie
turiye_student_evaluation,0.5300687285223368,multiclass,0.5292096219931272,40,0.0008591065292096189,0.0859106529209619,full_training
volkert,0.7337506431143886,multiclass,0.7337506431143886,40,0.0,0.0,tie
water_quality,0.906875,binclass,0.908125,40,-0.0012499999999999734,-0.12499999999999734,icl_training
waveform_database_generator_version_1,0.869,multiclass,0.867,40,0.0020000000000000018,0.20000000000000018,full_training
wine-quality-red,0.665625,multiclass,0.665625,40,0.0,0.0,tie
BLE_RSSI_dataset_for_Indoor_localization,0.7396094141211818,multiclass,0.7391086629944917,40,0.0005007511266900133,0.05007511266900133,full_training
California-Housing-Classification,0.9125484496124032,binclass,0.912063953488372,40,0.00048449612403123066,0.048449612403123066,full_training
E-CommereShippingData,0.6759090909090909,binclass,0.6763636363636364,40,-0.00045454545454548523,-0.04545454545454852,icl_training
FOREX_audcad-day-High,0.7438692098092643,binclass,0.7465940054495913,40,-0.0027247956403270157,-0.27247956403270157,icl_training
FOREX_audjpy-day-High,0.771117166212534,binclass,0.7656675749318801,40,0.00544959128065392,0.544959128065392,full_training
Firm-Teacher_Clave-Direction_Classification,0.8759259259259259,multiclass,0.875462962962963,40,0.0004629629629628873,0.04629629629628873,full_training
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.68125,binclass,0.68125,40,0.0,0.0,tie
HR_Analytics_Job_Change_of_Data_Scientists,0.8001043841336117,binclass,0.8001043841336117,40,0.0,0.0,tie
MIC,0.9090909090909092,binclass,0.9090909090909092,40,0.0,0.0,tie
Mobile_Price_Classification,0.94,multiclass,0.94,40,0.0,0.0,tie
PieChart3,0.875,binclass,0.875,40,0.0,0.0,tie
Pumpkin_Seeds,0.868,binclass,0.868,40,0.0,0.0,tie
UJI_Pen_Characters,0.5421245421245421,multiclass,0.5421245421245421,40,0.0,0.0,tie
abalone,0.6255980861244019,multiclass,0.638755980861244,40,-0.013157894736842035,-1.3157894736842035,icl_training
ada_agnostic,0.8400876232201533,binclass,0.8400876232201533,40,0.0,0.0,tie
allbp,0.9788079470198676,multiclass,0.9788079470198676,40,0.0,0.0,tie
artificial-characters,0.8830724070450098,multiclass,0.8820939334637965,40,0.0009784735812132794,0.09784735812132794,full_training
car-evaluation,0.9797687861271676,multiclass,0.9797687861271676,40,0.0,0.0,tie
company_bankruptcy_prediction,0.9714076246334312,binclass,0.9706744868035192,40,0.0007331378299120228,0.07331378299120228,full_training
credit,0.784026323661382,binclass,0.7834280586299731,40,0.0005982650314089177,0.059826503140891774,full_training
dna,0.963949843260188,multiclass,0.9608150470219436,40,0.0031347962382443084,0.31347962382443084,full_training
eeg-eye-state,0.9916555407209612,binclass,0.9913217623497996,40,0.00033377837116155273,0.03337783711615527,full_training
eye_movements,0.7280621572212066,multiclass,0.7248628884826326,40,0.0031992687385740126,0.31992687385740126,full_training
heloc,0.726,binclass,0.726,40,0.0,0.0,tie
htru,0.979608938547486,binclass,0.9801675977653632,40,-0.0005586592178772332,-0.055865921787723316,icl_training
kr-vs-k,0.8508553100498931,multiclass,0.8508553100498931,40,0.0,0.0,tie
led7,0.74375,multiclass,0.74375,40,0.0,0.0,tie
mammography,0.9888243182834152,binclass,0.9888243182834152,40,0.0,0.0,tie
mfeat-fourier,0.8925,multiclass,0.895,40,-0.0025000000000000577,-0.2500000000000058,icl_training
mfeat-pixel,0.975,multiclass,0.975,40,0.0,0.0,tie
microaggregation2,0.636,multiclass,0.6395,40,-0.0034999999999999476,-0.34999999999999476,icl_training
one-hundred-plants-margin,0.909375,multiclass,0.909375,40,0.0,0.0,tie
online_shoppers,0.9038929440389294,binclass,0.9038929440389294,40,0.0,0.0,tie
page-blocks,0.9789954337899544,multiclass,0.9789954337899544,40,0.0,0.0,tie
pc4,0.910958904109589,binclass,0.910958904109589,40,0.0,0.0,tie
pol,0.9821517104610809,binclass,0.9821517104610809,40,0.0,0.0,tie
rice_cammeo_and_osmancik,0.9278215223097112,binclass,0.9291338582677166,40,-0.001312335958005395,-0.1312335958005395,icl_training
satimage,0.9409020217729394,multiclass,0.9416796267496113,40,-0.0007776049766718973,-0.07776049766718973,icl_training
semeion,0.9498432601880876,multiclass,0.9498432601880876,40,0.0,0.0,tie
splice,0.9608150470219436,multiclass,0.962382445141066,40,-0.0015673981191223207,-0.15673981191223207,icl_training
steel_plates_faults,0.8354755784061697,multiclass,0.8380462724935732,40,-0.0025706940874035134,-0.25706940874035134,icl_training
telco-customer-churn,0.8069552874378992,binclass,0.8062455642299503,40,0.0007097232079489313,0.07097232079489313,full_training
thyroid-ann,0.9920529801324504,multiclass,0.9933774834437086,40,-0.0013245033112582183,-0.13245033112582183,icl_training
twonorm,0.9783783783783784,binclass,0.979054054054054,40,-0.0006756756756756133,-0.06756756756756133,icl_training
walking-activity,0.6641443733886898,multiclass,0.6641443733886898,40,0.0,0.0,tie
waveform-5000,0.868,multiclass,0.867,40,0.0010000000000000009,0.10000000000000009,full_training
website_phishing,0.915129151291513,multiclass,0.915129151291513,40,0.0,0.0,tie
wine-quality-white,0.6887755102040817,multiclass,0.6877551020408164,40,0.0010204081632653184,0.10204081632653184,full_training
ASP-POTASSCO-classification,0.4401544401544401,multiclass,0.4401544401544401,50,0.0,0.0,tie
Bank_Customer_Churn_Dataset,0.8775,binclass,0.8765,50,0.0010000000000000009,0.10000000000000009,full_training
Customer_Personality_Analysis,0.8839285714285714,binclass,0.8883928571428571,50,-0.004464285714285698,-0.44642857142856984,icl_training
Employee,0.8528464017185822,binclass,0.8517722878625135,50,0.0010741138560687036,0.10741138560687036,full_training
FOREX_cadjpy-day-High,0.6920980926430518,binclass,0.6948228882833788,50,-0.0027247956403270157,-0.27247956403270157,icl_training
Fitness_Club_c,0.79,binclass,0.7933333333333333,50,-0.0033333333333332993,-0.33333333333332993,icl_training
Gender_Gap_in_Spanish_WP,0.6105263157894737,multiclass,0.6105263157894737,50,0.0,0.0,tie
IBM_HR_Analytics_Employee_Attrition_and_Performance,0.8639455782312925,binclass,0.8639455782312925,50,0.0,0.0,tie
JapaneseVowels,0.9989964877069744,multiclass,0.9989964877069744,50,0.0,0.0,tie
MagicTelescope,0.8848580441640379,binclass,0.8845951629863302,50,0.0002628811777076745,0.02628811777076745,full_training
National_Health_and_Nutrition_Health_Survey,0.8377192982456141,binclass,0.8377192982456141,50,0.0,0.0,tie
Pima_Indians_Diabetes_Database,0.7467532467532467,binclass,0.7467532467532467,50,0.0,0.0,tie
QSAR_biodegradation,0.8815165876777251,binclass,0.8862559241706162,50,-0.004739336492891044,-0.4739336492891044,icl_training
Satellite,0.9931372549019608,binclass,0.9931372549019608,50,0.0,0.0,tie
Water_Quality_and_Potability,0.6387195121951219,binclass,0.6432926829268293,50,-0.004573170731707377,-0.45731707317073766,icl_training
ada_prior,0.8411829134720701,binclass,0.8400876232201533,50,0.0010952902519167917,0.10952902519167917,full_training
allrep,0.9827814569536424,multiclass,0.9854304635761588,50,-0.0026490066225164366,-0.26490066225164366,icl_training
autoUniv-au4-2500,0.534,multiclass,0.538,50,-0.0040000000000000036,-0.40000000000000036,icl_training
banknote_authentication,0.509090909090909,binclass,0.5163636363636364,50,-0.0072727272727273196,-0.727272727272732,icl_training
churn,0.954,binclass,0.954,50,0.0,0.0,tie
compass,0.8350856112946831,binclass,0.8392910784019225,50,-0.004205467107239458,-0.4205467107239458,icl_training
delta_ailerons,0.9516129032258064,binclass,0.9516129032258064,50,0.0,0.0,tie
drug_consumption,0.403183023872679,multiclass,0.403183023872679,50,0.0,0.0,tie
eye_movements_bin,0.6346911957950065,binclass,0.6379763469119579,50,-0.003285151116951379,-0.3285151116951379,icl_training
hill-valley,0.934156378600823,binclass,0.934156378600823,50,0.0,0.0,tie
ibm-employee-performance,1.0,binclass,1.0,50,0.0,0.0,tie
internet_usage,0.5296735905044511,multiclass,0.5296735905044511,50,0.0,0.0,tie
kc1,0.8886255924170616,binclass,0.8838862559241706,50,0.004739336492891044,0.4739336492891044,full_training
kropt,0.852815395580898,multiclass,0.852815395580898,50,0.0,0.0,tie
letter,0.98625,multiclass,0.98625,50,0.0,0.0,tie
maternal_health_risk,0.8719211822660099,multiclass,0.8719211822660099,50,0.0,0.0,tie
mfeat-karhunen,0.975,multiclass,0.975,50,0.0,0.0,tie
mfeat-zernike,0.865,multiclass,0.87,50,-0.0050000000000000044,-0.5000000000000004,icl_training
national-longitudinal-survey-binary,1.0,binclass,1.0,50,0.0,0.0,tie
one-hundred-plants-shape,0.8,multiclass,0.8,50,0.0,0.0,tie
optdigits,0.99644128113879,multiclass,0.99644128113879,50,0.0,0.0,tie
pc1,0.945945945945946,binclass,0.945945945945946,50,0.0,0.0,tie
pendigits,0.9972714870395636,multiclass,0.9972714870395636,50,0.0,0.0,tie
predict_students_dropout_and_academic_success,0.7638418079096045,multiclass,0.7638418079096045,50,0.0,0.0,tie
ringnorm,0.9804054054054054,binclass,0.9804054054054054,50,0.0,0.0,tie
segment,0.9307359307359307,multiclass,0.9329004329004328,50,-0.0021645021645020357,-0.21645021645020357,icl_training
sports_articles_for_objectivity_analysis,0.835,binclass,0.835,50,0.0,0.0,tie
sylvine,0.9697560975609756,binclass,0.9697560975609756,50,0.0,0.0,tie
texture,1.0,multiclass,1.0,50,0.0,0.0,tie
thyroid-dis,0.6910714285714286,multiclass,0.6928571428571428,50,-0.0017857142857142794,-0.17857142857142794,icl_training
vehicle,0.8647058823529412,multiclass,0.8647058823529412,50,0.0,0.0,tie
wall-robot-navigation,0.98992673992674,multiclass,0.98992673992674,50,0.0,0.0,tie
waveform_database_generator,0.342,multiclass,0.359,50,-0.01699999999999996,-1.699999999999996,icl_training
wine,0.7729941291585127,binclass,0.7710371819960861,50,0.00195694716242667,0.195694716242667,full_training
yeast,0.6161616161616161,multiclass,0.6296296296296297,50,-0.013468013468013518,-1.3468013468013518,icl_training
Amazon_employee_access,0.9446139761977418,binclass,0.9443088190418064,50,0.00030515715593537607,0.030515715593537607,full_training
Basketball_c,0.7089552238805971,binclass,0.7089552238805971,50,0.0,0.0,tie
Click_prediction_small,0.8317897371714643,binclass,0.8317897371714643,50,0.0,0.0,tie
Diabetic_Retinopathy_Debrecen,0.7402597402597403,binclass,0.7445887445887446,50,-0.0043290043290042934,-0.43290043290042934,icl_training
FICO-HELOC-cleaned,0.7458227848101265,binclass,0.7468354430379747,50,-0.0010126582278481289,-0.10126582278481289,icl_training
FOREX_audchf-day-High,0.7411444141689373,binclass,0.7302452316076294,50,0.01089918256130784,1.089918256130784,full_training
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.675,binclass,0.675,50,0.0,0.0,tie
GesturePhaseSegmentationProcessed,0.8030379746835443,multiclass,0.7969620253164557,50,0.006075949367088662,0.6075949367088662,full_training
KDDCup09_upselling,0.8118908382066277,binclass,0.8118908382066277,50,0.0,0.0,tie
Marketing_Campaign,0.8883928571428571,binclass,0.8883928571428571,50,0.0,0.0,tie
PhishingWebsites,0.9782903663500678,binclass,0.9782903663500678,50,0.0,0.0,tie
PizzaCutter3,0.8851674641148325,binclass,0.8803827751196173,50,0.004784688995215225,0.4784688995215225,full_training
Telecom_Churn_Dataset,0.9565217391304348,binclass,0.952023988005997,50,0.004497751124437843,0.4497751124437843,full_training
Wilt,0.9927461139896372,binclass,0.9927461139896372,50,0.0,0.0,tie
ada,0.8493975903614458,binclass,0.846987951807229,50,0.002409638554216831,0.24096385542168308,full_training
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.6125,binclass,0.6075,50,0.0050000000000000044,0.5000000000000004,full_training
analcatdata_authorship,0.9881656804733728,multiclass,0.9881656804733728,50,0.0,0.0,tie
autoUniv-au7-1100,0.4181818181818181,multiclass,0.4227272727272727,50,-0.004545454545454575,-0.4545454545454575,icl_training
baseball,0.9477611940298508,multiclass,0.9477611940298508,50,0.0,0.0,tie
cmc,0.5830508474576271,multiclass,0.5830508474576271,50,0.0,0.0,tie
contraceptive_method_choice,0.6305084745762712,multiclass,0.6237288135593221,50,0.006779661016949157,0.6779661016949157,full_training
dis,0.981456953642384,binclass,0.9827814569536424,50,-0.0013245033112584403,-0.13245033112584403,icl_training
dry_bean_dataset,0.9287550495776716,multiclass,0.929122291590158,50,-0.00036724201248639066,-0.036724201248639066,icl_training
estimation_of_obesity_levels,0.983451536643026,multiclass,0.983451536643026,50,0.0,0.0,tie
first-order-theorem-proving,0.6282679738562091,multiclass,0.6282679738562091,50,0.0,0.0,tie
golf_play_dataset_extended,0.9269406392694064,binclass,0.9269406392694064,50,0.0,0.0,tie
house_16H,0.8865826538176427,binclass,0.885470719051149,50,0.0011119347664936274,0.11119347664936274,full_training
in_vehicle_coupon_recommendation,0.793062672447773,binclass,0.7926685061095783,50,0.00039416633819466806,0.039416633819466806,full_training
jm1,0.8208543867707855,binclass,0.821773082223243,50,-0.0009186954524574853,-0.09186954524574853,icl_training
kdd_ipums_la_97-small,0.8882466281310212,binclass,0.8882466281310212,50,0.0,0.0,tie
led24,0.73125,multiclass,0.734375,50,-0.0031250000000000444,-0.31250000000000444,icl_training
mfeat-factors,0.9775,multiclass,0.9775,50,0.0,0.0,tie
mfeat-morphological,0.765,multiclass,0.76,50,0.0050000000000000044,0.5000000000000004,full_training
mice_protein_expression,1.0,multiclass,1.0,50,0.0,0.0,tie
mozilla4,0.9404953361209392,binclass,0.9411386297844966,50,-0.0006432936635574205,-0.06432936635574205,icl_training
okcupid_stem,0.7479385307346327,multiclass,0.7488755622188905,50,-0.0009370314842578331,-0.09370314842578331,icl_training
one-hundred-plants-texture,0.91875,multiclass,0.91875,50,0.0,0.0,tie
ozone-level-8hr,0.9546351084812624,binclass,0.9566074950690336,50,-0.0019723865877712132,-0.19723865877712132,icl_training
pc3,0.8977635782747604,binclass,0.9009584664536742,50,-0.0031948881789137795,-0.31948881789137795,icl_training
phoneme,0.8982423681776133,binclass,0.8973172987974098,50,0.0009250693802034249,0.09250693802034249,full_training
qsar,0.909952606635071,binclass,0.909952606635071,50,0.0,0.0,tie
rl,0.8571428571428571,binclass,0.8601609657947686,50,-0.003018108651911544,-0.3018108651911544,icl_training
seismic+bumps,0.9342359767891684,binclass,0.9342359767891684,50,0.0,0.0,tie
spambase,0.9511400651465798,binclass,0.9511400651465798,50,0.0,0.0,tie
statlog,0.74,binclass,0.745,50,-0.0050000000000000044,-0.5000000000000004,icl_training
taiwanese_bankruptcy_prediction,0.9714076246334312,binclass,0.9714076246334312,50,0.0,0.0,tie
thyroid,0.9923611111111112,multiclass,0.9916666666666668,50,0.000694444444444442,0.0694444444444442,full_training
turiye_student_evaluation,0.5326460481099656,multiclass,0.5352233676975945,50,-0.002577319587628857,-0.2577319587628857,icl_training
volkert,0.7337506431143886,multiclass,0.7337506431143886,50,0.0,0.0,tie
water_quality,0.906875,binclass,0.9075,50,-0.0006249999999999867,-0.06249999999999867,icl_training
waveform_database_generator_version_1,0.863,multiclass,0.863,50,0.0,0.0,tie
wine-quality-red,0.66875,multiclass,0.66875,50,0.0,0.0,tie
BLE_RSSI_dataset_for_Indoor_localization,0.7401101652478718,multiclass,0.7396094141211818,50,0.0005007511266900133,0.05007511266900133,full_training
California-Housing-Classification,0.913032945736434,binclass,0.912063953488372,50,0.0009689922480620172,0.09689922480620172,full_training
E-CommereShippingData,0.6759090909090909,binclass,0.6754545454545454,50,0.00045454545454548523,0.04545454545454852,full_training
FOREX_audcad-day-High,0.7438692098092643,binclass,0.7465940054495913,50,-0.0027247956403270157,-0.27247956403270157,icl_training
FOREX_audjpy-day-High,0.7683923705722071,binclass,0.7683923705722071,50,0.0,0.0,tie
Firm-Teacher_Clave-Direction_Classification,0.8796296296296297,multiclass,0.8782407407407408,50,0.001388888888888884,0.1388888888888884,full_training
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,0.678125,binclass,0.678125,50,0.0,0.0,tie
HR_Analytics_Job_Change_of_Data_Scientists,0.8001043841336117,binclass,0.8001043841336117,50,0.0,0.0,tie
MIC,0.9090909090909092,binclass,0.906060606060606,50,0.003030303030303161,0.3030303030303161,full_training
Mobile_Price_Classification,0.94,multiclass,0.94,50,0.0,0.0,tie
PieChart3,0.8796296296296297,binclass,0.8796296296296297,50,0.0,0.0,tie
Pumpkin_Seeds,0.866,binclass,0.868,50,-0.0020000000000000018,-0.20000000000000018,icl_training
UJI_Pen_Characters,0.5421245421245421,multiclass,0.5421245421245421,50,0.0,0.0,tie
abalone,0.6172248803827751,multiclass,0.6291866028708134,50,-0.011961722488038284,-1.1961722488038284,icl_training
ada_agnostic,0.8389923329682366,binclass,0.8400876232201533,50,-0.0010952902519166807,-0.10952902519166807,icl_training
allbp,0.9788079470198676,multiclass,0.9788079470198676,50,0.0,0.0,tie
artificial-characters,0.8850293542074364,multiclass,0.8825831702544031,50,0.0024461839530333096,0.24461839530333096,full_training
car-evaluation,0.9797687861271676,multiclass,0.9797687861271676,50,0.0,0.0,tie
company_bankruptcy_prediction,0.9706744868035192,binclass,0.9714076246334312,50,-0.0007331378299120228,-0.07331378299120228,icl_training
credit,0.7843254561770865,binclass,0.7837271911456776,50,0.0005982650314089177,0.059826503140891774,full_training
dna,0.962382445141066,multiclass,0.9608150470219436,50,0.0015673981191223207,0.15673981191223207,full_training
eeg-eye-state,0.9919893190921228,binclass,0.9913217623497996,50,0.0006675567423232165,0.06675567423232165,full_training
eye_movements,0.7321755027422303,multiclass,0.7239488117001828,50,0.00822669104204754,0.822669104204754,full_training
heloc,0.7265,binclass,0.726,50,0.000500000000000056,0.050000000000005596,full_training
htru,0.9787709497206704,binclass,0.979608938547486,50,-0.0008379888268156277,-0.08379888268156277,icl_training
kr-vs-k,0.8508553100498931,multiclass,0.8508553100498931,50,0.0,0.0,tie
led7,0.74375,multiclass,0.74375,50,0.0,0.0,tie
mammography,0.9888243182834152,binclass,0.9874832364774252,50,0.0013410818059900187,0.13410818059900187,full_training
mfeat-fourier,0.8925,multiclass,0.8975,50,-0.0050000000000000044,-0.5000000000000004,icl_training
mfeat-pixel,0.975,multiclass,0.975,50,0.0,0.0,tie
microaggregation2,0.6375,multiclass,0.63925,50,-0.0017500000000000293,-0.17500000000000293,icl_training
one-hundred-plants-margin,0.909375,multiclass,0.909375,50,0.0,0.0,tie
online_shoppers,0.9038929440389294,binclass,0.9022708840227088,50,0.0016220600162205612,0.16220600162205612,full_training
page-blocks,0.9789954337899544,multiclass,0.9789954337899544,50,0.0,0.0,tie
pc4,0.910958904109589,binclass,0.910958904109589,50,0.0,0.0,tie
pol,0.9816559246405552,binclass,0.9821517104610809,50,-0.0004957858205256738,-0.04957858205256738,icl_training
rice_cammeo_and_osmancik,0.926509186351706,binclass,0.9291338582677166,50,-0.002624671916010568,-0.2624671916010568,icl_training
satimage,0.9401244167962676,multiclass,0.9409020217729394,50,-0.0007776049766717863,-0.07776049766717863,icl_training
semeion,0.9498432601880876,multiclass,0.9498432601880876,50,0.0,0.0,tie
splice,0.9608150470219436,multiclass,0.962382445141066,50,-0.0015673981191223207,-0.15673981191223207,icl_training
steel_plates_faults,0.8354755784061697,multiclass,0.8380462724935732,50,-0.0025706940874035134,-0.25706940874035134,icl_training
telco-customer-churn,0.808374733853797,binclass,0.8069552874378992,50,0.0014194464158977516,0.14194464158977516,full_training
thyroid-ann,0.9920529801324504,multiclass,0.9933774834437086,50,-0.0013245033112582183,-0.13245033112582183,icl_training
twonorm,0.979054054054054,binclass,0.979054054054054,50,0.0,0.0,tie
walking-activity,0.6641443733886898,multiclass,0.6641443733886898,50,0.0,0.0,tie
waveform-5000,0.869,multiclass,0.868,50,0.0010000000000000009,0.10000000000000009,full_training
website_phishing,0.915129151291513,multiclass,0.915129151291513,50,0.0,0.0,tie
wine-quality-white,0.6877551020408164,multiclass,0.6887755102040817,50,-0.0010204081632653184,-0.10204081632653184,icl_training
